stateus,serial,statefip,ftotinc,momloc,parrule,edattan,edattand,yrschl,educus,pernum,momrule,sploc,nchild,age,sex,race,marst,agemarr,marrno,chborn,marrqtr,bpl,hispan,school,higrade,classwkr,wkswork1,uhrswork,incwage,poverty,incbus,incwelfr,widow,birthqtr,qage,qbirthmo,qbpl,qchborn,qeduc,qincbus,qincwage,qsex,quhrswor,qwkswork,birthfrac,age_qtr,r_black,hisp,r_oth,wkpay_lyr,incwage_orig,ftotinc_orig,nonwinc,ftotinc_temp,nonwinc_temp,l_ftotinc,l_nonwinc,age1,sex1,birthqtr1,qage1,qbirthmo1,qsex1,age_qtr1,age2,sex2,birthqtr2,qage2,qbirthmo2,qsex2,age_qtr2,age3,sex3,birthqtr3,qage3,qbirthmo3,qsex3,age_qtr3,age4,sex4,birthqtr4,qage4,qbirthmo4,qsex4,age_qtr4,age5,sex5,birthqtr5,qage5,qbirthmo5,qsex5,age_qtr5,age6,sex6,birthqtr6,qage6,qbirthmo6,qsex6,age_qtr6,age7,sex7,birthqtr7,qage7,qbirthmo7,qsex7,age_qtr7,age8,sex8,birthqtr8,qage8,qbirthmo8,qsex8,age_qtr8,age9,sex9,birthqtr9,qage9,qbirthmo9,qsex9,age_qtr9,age10,sex10,birthqtr10,qage10,qbirthmo10,qsex10,age_qtr10,age11,sex11,birthqtr11,qage11,qbirthmo11,qsex11,age_qtr11,age12,sex12,birthqtr12,qage12,qbirthmo12,qsex12,age_qtr12,age13,sex13,birthqtr13,qage13,qbirthmo13,qsex13,age_qtr13,age14,sex14,birthqtr14,qage14,qbirthmo14,qsex14,age_qtr14,age15,sex15,birthqtr15,qage15,qbirthmo15,qsex15,age_qtr15,age16,sex16,birthqtr16,qage16,qbirthmo16,qsex16,age_qtr16,age17,sex17,birthqtr17,qage17,qbirthmo17,qsex17,age_qtr17,ftotinc_father,age_father,sex_father,wkswork1_father,uhrswork_father,incwage_father,birthqtr_father,qage_father,qbirthmo_father,qsex_father,age_qtr_father,r_black_father,hisp_father,r_oth_father,wkpay_lyr_father,l_ftotinc_father,l_nonwinc_father,_father_merge,chborn_orig,age_21_35,age_36_50,count_child,cnum_2,cnum_mt2,cnum_mte2,cnum_mte2_test,age_oldest,age_youngest,age_oldest_qtr,f_boy,s_boy,twoboys,twogirls,samesex,twins,age_fbirth,age_fbirth_father,coll,l_incwage,l_wkswork1
5,89216,5,91356.03307008,0,0,3,312,14,812,2,0,1,2,-0.9573333333333345,2,1,1,18,1,2,1,4000,0,1,170,1,5,40,0,501,2505,0,0,4,0,0,0,0,0,1,1,0,0,0,0,29,0,0,0,1,0,43520,91356.03307008,91356.03307008,91356.03307008,11.422519603085478,11.422519603085478,9,1,1,0,0,0,9.75,7,1,2,0,0,0,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91356.03307008,36,1,52,50,52489.83471777,2,0,0,0,36.5,0,0,0,1,11.422519603085478,10.567880214903367,3,3,1,0,2,1,0,1,1,9,7,9.75,1,1,1,0,1,0,-1.543333333333333,26,1,0,1.6094379124341003
37,2579687,37,37795.61983977,0,0,3,311,12,700,2,0,1,2,-0.9573333333333345,2,1,1,19,1,2,2,3700,0,1,150,0,0,0,0,243,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,18005,37795.61983977,37795.61983977,37795.61983977,10.53994849763863,10.53994849763863,9,2,4,0,0,0,9,3,2,3,0,0,0,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37795.61983977,32,1,52,40,37795.61983977,1,0,0,0,32.75,0,0,0,1,10.53994849763863,0,3,3,1,0,2,1,0,1,1,9,3,9,0,0,0,1,1,0,-0.543333333333333,23,0,0,0
36,3094309,36,28800.66116088,0,0,2,221,11,600,1,0,2,3,-4.9573333333333345,2,2,1,18,1,3,1,3600,2,1,140,0,0,0,0,158,0,5715,0,1,0,0,3,0,0,0,0,0,0,0,0.75,25.75,0,1,0,0,0,13720,28800.66116088,28800.66116088,28800.66116088,10.26815362283553,10.26815362283553,6,2,1,0,0,0,6.75,3,1,1,0,0,0,3.75,0,1,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28800.66116088,29,1,0,0,16803.88429977,3,0,0,0,29.25,0,1,0,0,10.26815362283553,9.392393297784565,3,4,1,0,3,0,1,1,1,6,0,6.75,0,1,0,0,0,0,-1.543333333333333,22,0,0,0
26,2141672,26,44093.14050177,0,0,2,221,9,400,2,0,0,2,-4.9573333333333345,2,1,4,16,1,2,1,2600,0,1,120,3,51,15,8407.19008377,102,0,2005,0,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,4005,21005,35685.950418,44093.14050177,35685.950418,10.694059505159137,10.482512344594006,7,2,4,0,0,0,7,5,2,2,0,0,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,2,1,0,1,1,7,5,7,0,0,0,1,1,0,-2.543333333333333,NA,0,9.036842581058114,3.9318256327243257
6,642020,6,51356.280998610004,0,0,3,312,13,811,2,0,1,3,1.0426666666666655,2,2,1,19,1,3,2,600,1,1,160,3,50,40,15082.56198549,281,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,31.5,0,1,0,1,7185,24465,36273.719013120004,51356.280998610004,36273.719013120004,10.846542525278878,10.498848763913701,11,2,4,0,0,0,11,9,2,4,0,0,0,9,6,2,2,0,0,0,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51356.280998610004,33,1,52,40,36179.25620319,1,0,0,0,33.75,0,1,0,1,10.846542525278878,9.627538036708465,3,4,1,0,3,0,1,1,1,11,6,11,0,0,0,1,1,0,-0.543333333333333,22,1,9.62129452006878,3.912023005428146
40,3475616,40,46118.84298138,0,0,3,311,12,700,2,0,1,2,-5.9573333333333345,2,1,1,18,1,2,1,4000,0,1,150,3,52,40,17979.42149001,252,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,8565,21970,28139.42149137,46118.84298138,28139.42149137,10.73897688693431,10.244926772225714,5,1,3,0,0,0,5.25,1,1,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46118.84298138,32,1,52,50,28139.42149137,3,0,0,0,32.25,0,0,0,1,10.73897688693431,9.796983132313875,3,3,1,0,2,1,0,1,1,5,1,5.25,1,1,1,0,1,0,-2.543333333333333,27,0,9.796983132313875,3.9512437185814275
42,3690281,42,67719.33885204,0,0,3,311,12,700,2,0,1,3,2.0426666666666655,2,1,1,20,1,3,3,4700,0,1,150,0,0,0,0,371,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,32260,67719.33885204,67719.33885204,67719.33885204,11.123127073234853,11.123127073234853,10,1,1,0,0,0,10.75,8,2,3,0,0,0,8.25,2,2,2,0,0,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67719.33885204,32,1,52,48,67184.04959577,3,0,0,0,32.25,0,0,0,1,11.123127073234853,6.282807266714079,3,4,1,0,3,0,1,1,1,10,2,10.75,1,0,0,0,0,0,0.456666666666667,21,0,0,0
6,578235,6,53193.05785836,0,0,3,311,12,700,2,0,1,2,4.0426666666666655,2,1,1,20,1,2,4,600,0,1,150,0,0,0,0,343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,34.75,0,0,0,0,0,25340,53193.05785836,53193.05785836,53193.05785836,10.881683175430783,10.881683175430783,9,2,3,0,0,0,9.25,8,2,3,0,0,0,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53193.05785836,40,1,52,60,52489.83471777,2,0,0,0,40.5,0,0,0,1,10.881683175430783,6.555674253380723,3,3,1,0,2,1,0,1,1,9,8,9.25,0,0,0,1,1,0,4.456666666666667,31,0,0,0
17,1465143,17,47525.28926256,0,0,3,312,13,811,2,0,1,2,-4.9573333333333345,2,1,1,20,1,2,3,1700,0,1,160,6,0,0,0,306,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.25,25.25,0,0,0,0,0,22640,47525.28926256,47525.28926256,47525.28926256,10.769017253872773,10.769017253872773,4,2,2,0,0,0,4.5,1,1,1,0,0,0,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47525.28926256,30,1,52,43,46717.107444270005,1,0,0,0,30.75,0,0,0,1,10.769017253872773,6.694787055843432,3,3,1,0,2,1,0,1,1,4,1,4.5,0,1,0,0,0,0,-0.543333333333333,26,1,0,0
26,2134881,26,29398.92562377,0,0,3,311,12,700,2,0,1,3,-2.9573333333333345,2,1,1,19,1,3,3,2600,0,1,150,0,0,0,0,161,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0.5,27.5,0,0,0,0,0,14005,29398.92562377,29398.92562377,29398.92562377,10.288713409249862,10.288713409249862,7,2,1,0,0,0,7.75,4,1,2,0,0,0,4.5,1,1,2,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29398.92562377,29,1,52,40,29398.92562377,1,0,0,0,29.75,0,0,0,1,10.288713409249862,0,3,4,1,0,3,0,1,1,1,7,1,7.75,0,1,0,0,0,0,-1.543333333333333,22,0,0,0
36,3098355,36,29965.70248335,0,0,3,311,12,700,2,0,1,2,-5.9573333333333345,2,1,1,17,1,2,4,3600,0,1,150,0,0,0,0,193,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,24.5,0,0,0,0,0,14275,29965.70248335,29965.70248335,29965.70248335,10.307808756079865,10.307808756079865,6,2,1,0,0,0,6.75,3,1,1,0,0,0,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29965.70248335,28,1,50,55,23101.40496177,2,0,0,0,28.5,0,0,0,1,10.307808756079865,8.834088985446952,3,3,1,0,2,1,0,1,1,6,3,6.75,0,1,0,0,0,0,-3.543333333333333,21,0,0,0
40,3525809,40,38446.363641510005,0,0,2,212,8,304,1,0,0,2,3.0426666666666655,2,1,4,15,1,2,3,4000,0,1,110,3,28,40,7357.60330677,248,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,3505,18315,31088.760334740004,38446.363641510005,31088.760334740004,10.557019396768569,10.344601628817498,13,2,1,0,0,0,13.75,8,2,3,0,0,0,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,2,1,0,1,1,13,8,13.75,0,0,0,1,1,0,-1.543333333333333,NA,0,8.903489521024344,3.332204510175204
42,3763941,42,43274.46281571,0,0,3,311,12,700,2,0,1,5,2.0426666666666655,2,1,1,21,1,5,2,4200,0,1,150,3,52,38,23101.40496177,189,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,32.5,0,0,0,1,11005,20615,20173.05785394,43274.46281571,20173.05785394,10.675317966696655,9.912103223519992,13,1,2,0,0,0,13.5,11,1,1,0,0,0,11.75,7,2,3,0,0,0,7.25,6,1,1,0,0,0,6.75,4,2,3,0,0,0,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43274.46281571,33,1,38,40,16803.88429977,1,0,0,0,33.75,0,0,0,1,10.675317966696655,10.183789150514619,3,6,1,0,5,0,1,1,1,13,4,13.5,1,1,1,0,1,0,-1.543333333333333,20,0,10.047648715516216,3.9512437185814275
17,1370892,17,5258.42975277,0,0,2,212,7,303,2,0,1,5,3.0426666666666655,2,1,1,21,1,5,2,11000,2,1,101,0,0,0,0,23,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,2505,5258.42975277,5258.42975277,5258.42975277,8.56758773507462,8.56758773507462,11,2,3,0,0,0,11.25,10,2,4,0,0,0,10,9,2,4,0,0,0,9,8,1,1,0,0,0,8.75,7,2,1,0,0,0,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5258.42975277,49,1,0,0,0,1,0,0,0,49.75,0,1,0,0,8.56758773507462,8.56758773507462,3,6,1,0,5,0,1,1,1,11,7,11.25,0,0,0,1,1,0,0.456666666666667,38,0,0,0
39,3376490,39,56688.18182577,0,0,2,221,11,600,2,0,1,2,0.04266666666666552,2,1,1,16,1,2,3,500,0,1,140,0,0,0,0,365,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.25,30.25,0,0,0,0,0,27005,56688.18182577,56688.18182577,56688.18182577,10.945321034582646,10.945321034582646,14,2,1,0,0,0,14.75,11,2,2,0,0,0,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56688.18182577,32,1,52,45,56688.18182577,3,0,0,0,32.25,0,0,0,1,10.945321034582646,0,3,3,1,0,2,1,0,1,1,14,11,14.75,0,0,0,1,1,0,-5.543333333333333,17,0,0,0
51,4443884,51,29398.92562377,0,0,3,312,14,812,1,0,0,2,5.0426666666666655,2,1,4,23,1,2,1,30005,4,1,170,3,52,40,29398.92562377,238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,35.75,0,1,0,1,14005,14005,0,29398.92562377,1,10.288713409249862,0,11,2,3,0,0,0,11.25,7,2,2,0,0,0,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,2,1,0,1,1,11,7,11.25,0,0,0,1,1,0,3.456666666666667,NA,1,10.288713409249862,3.9512437185814275
27,2258589,27,48291.48760977,0,0,3,312,13,811,2,0,1,2,-2.9573333333333345,2,1,1,23,1,2,1,2700,0,1,160,3,0,0,0,311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,27.75,0,0,0,0,0,23005,48291.48760977,48291.48760977,48291.48760977,10.785010584145223,10.785010584145223,3,2,3,0,0,0,3.25,1,1,3,0,0,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48291.48760977,27,1,52,40,48291.48760977,2,0,0,0,27.5,0,0,0,1,10.785010584145223,0,3,3,1,0,2,1,0,1,1,3,1,3.25,0,1,0,0,0,0,3.456666666666667,24,1,0,0
48,4034818,48,17276.19834942,0,0,2,212,7,303,2,0,1,4,-8.957333333333334,2,1,1,15,1,4,2,4800,1,1,100,3,6,50,892.14876045,84,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0.25,21.25,0,1,0,1,425,8230,16384.04958897,17276.19834942,16384.04958897,9.75708501522677,9.704063554505186,5,1,2,0,0,0,5.5,4,2,1,0,0,0,4.75,1,2,3,0,0,0,1.25,0,1,3,0,0,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17276.19834942,25,1,52,48,16384.04958897,3,0,0,0,25.25,0,1,0,1,9.75708501522677,6.793632890480071,3,5,1,0,4,0,1,1,1,5,0,5.5,1,0,0,0,0,0,-5.543333333333333,19,0,6.793632890480071,1.791759469228055
25,1854997,25,15344.95867974,0,0,2,221,10,500,2,0,1,2,2.0426666666666655,2,1,1,23,2,2,1,2500,0,1,131,3,13,30,2739.4214879700003,99,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.75,32.75,0,0,0,1,1305,7310,12605.53719177,15344.95867974,12605.53719177,9.638542274299478,9.441891456069738,11,2,2,0,0,0,11.5,6,1,1,0,0,0,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15344.95867974,30,1,48,50,0,4,0,0,0,30,0,0,0,1,9.638542274299478,9.638542274299478,3,3,1,0,2,1,0,1,1,11,6,11.5,0,1,0,0,0,0,0.456666666666667,18,0,7.915502041312448,2.5649493574615367
26,2220869,26,62230.000008330004,0,0,3,311,12,700,2,0,1,4,5.0426666666666655,2,1,1,20,1,4,4,2600,0,1,150,0,0,0,0,304,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,29645,62230.000008330004,62230.000008330004,62230.000008330004,11.038592477697122,11.038592477697122,10,2,1,0,0,0,10.75,7,2,4,0,0,0,7,6,1,1,0,0,0,6.75,2,2,2,0,0,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62230.000008330004,38,1,52,40,62230.000008330004,1,0,0,0,38.75,0,0,0,1,11.038592477697122,0,3,5,1,0,4,0,1,1,1,10,2,10.75,0,0,0,1,1,0,3.456666666666667,28,0,0,0
