stateus,serial,statefip,ftotinc,momloc,parrule,edattan,edattand,yrschl,educus,pernum,momrule,sploc,nchild,age,sex,race,marst,agemarr,marrno,chborn,marrqtr,bpl,hispan,school,higrade,classwkr,wkswork1,uhrswork,incwage,poverty,incbus,incwelfr,widow,birthqtr,qage,qbirthmo,qbpl,qchborn,qeduc,qincbus,qincwage,qsex,quhrswor,qwkswork,birthfrac,age_qtr,r_black,hisp,r_oth,wkpay_lyr,incwage_orig,ftotinc_orig,nonwinc,ftotinc_temp,nonwinc_temp,l_ftotinc,l_nonwinc,age1,sex1,birthqtr1,qage1,qbirthmo1,qsex1,age_qtr1,age2,sex2,birthqtr2,qage2,qbirthmo2,qsex2,age_qtr2,age3,sex3,birthqtr3,qage3,qbirthmo3,qsex3,age_qtr3,age4,sex4,birthqtr4,qage4,qbirthmo4,qsex4,age_qtr4,age5,sex5,birthqtr5,qage5,qbirthmo5,qsex5,age_qtr5,age6,sex6,birthqtr6,qage6,qbirthmo6,qsex6,age_qtr6,age7,sex7,birthqtr7,qage7,qbirthmo7,qsex7,age_qtr7,age8,sex8,birthqtr8,qage8,qbirthmo8,qsex8,age_qtr8,age9,sex9,birthqtr9,qage9,qbirthmo9,qsex9,age_qtr9,age10,sex10,birthqtr10,qage10,qbirthmo10,qsex10,age_qtr10,age11,sex11,birthqtr11,qage11,qbirthmo11,qsex11,age_qtr11,age12,sex12,birthqtr12,qage12,qbirthmo12,qsex12,age_qtr12,age13,sex13,birthqtr13,qage13,qbirthmo13,qsex13,age_qtr13,age14,sex14,birthqtr14,qage14,qbirthmo14,qsex14,age_qtr14,age15,sex15,birthqtr15,qage15,qbirthmo15,qsex15,age_qtr15,age16,sex16,birthqtr16,qage16,qbirthmo16,qsex16,age_qtr16,age17,sex17,birthqtr17,qage17,qbirthmo17,qsex17,age_qtr17,ftotinc_father,age_father,sex_father,wkswork1_father,uhrswork_father,incwage_father,birthqtr_father,qage_father,qbirthmo_father,qsex_father,age_qtr_father,r_black_father,hisp_father,r_oth_father,wkpay_lyr_father,l_ftotinc_father,l_nonwinc_father,_father_merge,chborn_orig,age_21_35,age_36_50,count_child,cnum_2,cnum_mt2,cnum_mte2,cnum_mte2_test,age_oldest,age_youngest,age_oldest_qtr,f_boy,s_boy,twoboys,twogirls,samesex,twins,age_fbirth,age_fbirth_father,coll,l_incwage,l_wkswork1
17,1416060,17,71581.8181914,0,0,3,311,12,700,2,0,1,2,0.04266666666666552,2,13,1,24,1,2,3,4800,1,1,150,0,0,0,0,382,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,30,0,1,0,0,0,34100,71581.8181914,71581.8181914,71581.8181914,11.178596384827262,11.178596384827262,4,1,3,0,0,0,4.25,2,2,4,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71581.8181914,32,1,51,40,24633.80165619,2,0,0,0,32.5,0,1,0,1,11.178596384827262,10.756796237422602,3,3,1,0,2,1,0,1,1,4,2,4.25,1,0,0,0,0,0,4.456666666666667,28,0,0,0
42,3650645,42,41993.96694777,0,0,3,311,12,700,2,0,1,2,-0.9573333333333345,2,1,1,19,1,2,2,4200,0,1,150,0,0,0,0,270,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,29.75,0,0,0,0,0,20005,41993.96694777,41993.96694777,41993.96694777,10.64528124284699,10.64528124284699,9,1,4,0,0,0,9,4,1,4,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41993.96694777,30,1,52,48,41993.96694777,2,0,0,0,30.5,0,0,0,1,10.64528124284699,0,3,3,1,0,2,1,0,1,1,9,4,9,1,1,1,0,1,0,-0.543333333333333,21,0,0,0
19,1242628,19,58797.85124754,0,0,3,311,12,700,2,0,1,4,0.04266666666666552,2,1,1,19,1,4,1,1900,0,1,150,4,52,40,35696.44628577,287,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,17005,28010,23101.40496177,58797.85124754,23101.40496177,10.981860589809807,10.047648715516216,10,1,4,0,0,0,10,9,1,2,0,0,0,9.5,5,2,4,0,0,0,5,3,1,2,0,0,0,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58797.85124754,25,1,50,40,23101.40496177,1,0,0,0,25.75,0,0,0,1,10.981860589809807,10.48280641899695,3,5,1,0,4,0,1,1,1,10,3,10,1,1,1,0,1,0,-0.543333333333333,15,0,10.48280641899695,3.9512437185814275
27,2249387,27,10139.00826582,0,0,1,110,0,101,2,0,1,6,5.0426666666666655,2,12,1,17,1,6,3,51300,0,1,10,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,35.75,0,0,1,0,0,4830,10139.00826582,10139.00826582,10139.00826582,9.224145468202272,9.224145468202272,15,2,2,0,0,0,15.5,14,1,1,0,0,0,14.75,11,1,4,0,0,0,11,9,1,1,0,0,0,9.75,5,2,3,0,0,0,5.25,3,2,3,0,0,0,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10139.00826582,37,1,43,36,8134.29752175,2,0,0,0,37.5,0,0,1,1,9.224145468202272,7.603255062036385,3,7,1,0,6,0,1,1,1,15,3,15.5,0,1,0,0,0,0,-0.543333333333333,22,0,0,0
40,3477737,40,60645.12397506,0,0,3,311,12,700,2,0,1,2,3.0426666666666655,2,1,1,16,1,2,3,4000,0,1,150,3,52,40,17097.76859733,391,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,33.5,0,0,0,1,8145,28890,43547.35537773,60645.12397506,43547.35537773,11.012794515015935,10.681604254322622,16,2,4,0,0,0,16,10,1,4,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60645.12397506,38,1,52,40,43547.355377730004,1,0,0,0,38.75,0,0,0,1,11.012794515015935,9.7467032425918,3,3,1,0,2,1,0,1,1,16,10,16,0,1,0,0,0,0,-3.543333333333333,22,0,9.7467032425918,3.9512437185814275
39,3399924,39,21002.23140777,0,0,2,212,8,304,2,0,1,2,1.0426666666666655,2,1,1,17,1,2,2,3900,0,1,111,3,0,0,0,112,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,10005,21002.23140777,21002.23140777,21002.23140777,9.952383968573487,9.952383968573487,13,1,1,0,0,0,13.75,8,2,3,0,0,0,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21002.23140777,31,1,0,0,0,4,0,0,0,31,0,0,0,0,9.952383968573487,9.952383968573487,3,3,1,0,2,1,0,1,1,13,8,13.75,1,0,0,0,0,0,-3.543333333333333,17,0,0,0
26,2070405,26,10590.33057993,0,0,3,311,12,700,1,0,0,3,3.0426666666666655,2,1,4,22,1,3,2,2600,0,1,150,0,0,0,0,68,0,5045,0,1,0,0,0,0,0,0,0,0,0,0,0.75,33.75,0,0,0,0,0,5045,10590.33057993,10590.33057993,10590.33057993,9.267696654343363,9.267696654343363,10,2,2,0,0,0,10.5,5,2,4,0,0,0,5,0,1,4,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,0,3,0,1,1,1,10,0,10.5,0,0,0,1,1,0,2.456666666666667,NA,0,0,0
36,3198559,36,69724.04959611,0,0,3,311,12,700,2,0,1,2,-0.9573333333333345,2,1,1,22,1,2,2,3600,0,1,150,3,0,0,0,449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,29.75,0,0,0,0,0,33215,69724.04959611,69724.04959611,69724.04959611,11.152300581654995,11.152300581654995,2,2,3,0,0,0,2.25,1,2,1,0,0,0,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69724.04959611,33,1,52,37,69283.22314977,4,0,0,0,33,0,0,0,1,11.152300581654995,6.088651252273117,3,3,1,0,2,1,0,1,1,2,1,2.25,0,0,0,1,1,0,6.456666666666667,30,0,0,0
36,3227434,36,94966.61158296,0,0,4,400,18,816,2,0,1,2,2.0426666666666655,2,1,1,24,1,2,3,3600,0,1,210,6,52,32,41993.96694777,501,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,20005,45240,52972.64463519,94966.61158296,52972.64463519,11.46128065178571,10.877530920330017,4,1,2,0,0,0,4.5,1,1,3,0,0,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94966.61158296,34,1,52,32,52489.83471777,4,0,0,0,34,0,0,0,1,11.46128065178571,10.65671277886562,3,3,1,0,2,1,0,1,1,4,1,4.5,1,1,1,0,1,0,6.456666666666667,29,1,10.64528124284699,3.9512437185814275
26,2184893,26,51660.66116394,0,0,3,312,13,811,2,0,1,2,-2.9573333333333345,2,3,1,23,1,2,2,1300,0,1,160,3,32,32,11765.86777017,333,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,27.5,1,0,0,1,5605,24610,39894.79339377,51660.66116394,39894.79339377,10.852451864940756,10.594001102979004,7,2,1,0,0,0,7.75,3,1,3,0,0,0,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51660.66116394,27,1,48,40,39894.79339377,3,0,0,0,27.25,1,0,0,1,10.852451864940756,9.372958057061915,3,3,1,0,2,1,0,1,1,7,3,7.75,0,1,0,0,0,0,-1.543333333333333,19,1,9.372958057061915,3.4657359027997265
42,3834939,42,83977.43802777,0,0,3,312,13,811,2,0,1,2,-1.9573333333333345,2,1,1,21,1,2,1,4200,0,1,161,3,0,0,0,501,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,28.5,0,0,0,0,0,40005,83977.43802777,83977.43802777,83977.43802777,11.338303446839879,11.338303446839879,6,1,3,0,0,0,6.25,3,2,1,0,0,0,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83977.43802777,31,1,52,38,83977.43802777,4,0,0,0,31,0,0,0,1,11.338303446839879,0,3,3,1,0,2,1,0,1,1,6,3,6.25,1,0,0,0,0,0,1.456666666666667,24,1,0,0
53,4486384,53,44156.11570839,0,0,3,312,13,811,2,0,1,2,0.04266666666666552,2,1,1,19,1,2,4,3000,0,1,160,0,0,0,0,284,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.25,30.25,0,0,0,0,0,21035,44156.11570839,44156.11570839,44156.11570839,10.695486717580275,10.695486717580275,8,1,3,0,0,0,8.25,5,1,2,0,0,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44156.11570839,35,1,52,40,44156.11570839,2,0,0,0,35.5,0,0,0,1,10.695486717580275,0,3,3,1,0,2,1,0,1,1,8,5,8.25,1,1,1,0,1,0,1.456666666666667,27,1,0,0
38,2639787,38,13823.05785309,0,0,2,221,10,500,2,0,1,2,-7.9573333333333345,2,1,1,16,1,2,1,3800,0,1,130,1,48,40,0,74,2505,0,0,2,0,0,0,0,0,1,1,0,0,0,0.5,22.5,0,0,0,1,0,6585,13823.05785309,13823.05785309,13823.05785309,9.534093335733035,9.534093335733035,5,1,3,0,0,0,5.25,3,1,3,0,0,0,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13823.05785309,25,1,52,8,2256.61157055,1,0,0,0,25.75,0,0,0,1,9.534093335733035,9.355863623702614,3,3,1,0,2,1,0,1,1,5,3,5.25,1,1,1,0,1,0,-3.543333333333333,20,0,0,3.871201010907891
12,849981,12,48931.735543740004,0,0,3,311,12,700,2,0,1,3,0.04266666666666552,2,3,1,19,1,3,1,100,0,1,150,3,52,26,9036.94214997,268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,30.75,1,0,0,1,4305,23310,39894.79339377,48931.735543740004,39894.79339377,10.798181453585457,10.594001102979004,10,2,4,0,0,0,10,9,2,4,0,0,0,9,7,2,1,0,0,0,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48931.735543740004,29,1,52,40,39894.79339377,2,0,0,0,29.5,1,0,0,1,10.798181453585457,9.109076138417485,3,4,1,0,3,0,1,1,1,10,7,10,0,0,0,1,1,0,-0.543333333333333,19,0,9.109076138417485,3.9512437185814275
27,2263295,27,36934.95868263,0,0,3,311,12,700,2,0,1,3,5.0426666666666655,2,1,1,19,1,3,4,2700,0,1,150,6,52,40,14200.90909281,202,0,0,0,1,0,0,0,1,0,2,2,0,1,2,0.75,35.75,0,0,0,1,6765,17595,22734.049589820002,36934.95868263,22734.049589820002,10.516913771311339,10.03161906155069,14,2,3,0,0,0,14.25,11,1,1,0,0,0,11.75,8,1,2,0,0,0,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36934.95868263,38,1,24,40,22681.570250970002,3,0,0,0,38.25,0,0,0,1,10.516913771311339,9.564749942108396,3,4,1,0,3,0,1,1,1,14,8,14.25,0,1,0,0,0,0,0.456666666666667,24,0,9.561061262160543,3.9512437185814275
17,1381858,17,5688.76033134,0,0,3,311,12,700,1,0,0,2,5.0426666666666655,2,3,3,18,1,2,1,2800,0,1,151,3,40,8,3159.25619877,46,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,1,1505,2710,2529.5041325700004,5688.76033134,2529.5041325700004,8.6462476354294,7.83577856748041,16,1,2,0,0,0,16.5,14,2,3,0,0,0,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,2,1,0,1,1,16,14,16.5,1,0,0,0,0,0,-2.543333333333333,NA,0,8.05809189873863,3.6888794541139363
48,4040050,48,63835.86777714,0,0,3,312,14,812,2,0,1,2,1.0426666666666655,2,1,1,23,1,2,1,3900,0,1,170,0,0,0,0,411,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,31,0,0,0,0,0,30410,63835.86777714,63835.86777714,63835.86777714,11.064070502227064,11.064070502227064,5,1,1,0,0,0,5.75,2,1,4,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63835.86777714,32,1,50,51,62985.70248777,3,0,0,0,32.25,0,0,0,1,11.064070502227064,6.745430788662194,3,3,1,0,2,1,0,1,1,5,2,5.75,1,1,1,0,1,0,4.456666666666667,26,1,0,0
39,3318534,39,35696.44628577,0,0,3,311,12,700,2,0,1,2,-1.9573333333333345,2,1,1,19,1,2,1,3900,0,1,150,0,0,0,0,230,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,28.75,0,0,0,0,0,17005,35696.44628577,35696.44628577,35696.44628577,10.48280641899695,10.48280641899695,8,1,3,0,0,0,8.25,6,1,1,0,0,0,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35696.44628577,30,1,52,40,35696.44628577,4,0,0,0,30,0,0,0,1,10.48280641899695,0,3,3,1,0,2,1,0,1,1,8,6,8.25,1,1,1,0,1,0,-0.543333333333333,21,0,0,0
17,1501160,17,1133.5537191600001,0,0,2,221,10,500,1,0,0,6,0.04266666666666552,2,3,6,0,0,6,0,2800,0,1,130,3,2,3,52.479338850000005,5,0,515,0,3,0,0,0,0,0,0,0,0,0,0,0.25,30.25,1,0,0,1,25,540,1081.0743803100002,1133.5537191600001,1081.0743803100002,7.033112861113974,6.98571062221939,8,2,1,0,0,0,8.75,6,2,2,0,0,0,6.5,5,1,3,0,0,0,5.25,3,1,4,0,0,0,3,1,1,3,0,0,0,1.25,0,1,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,0,6,0,1,1,1,8,0,8.75,0,0,0,1,1,0,0.456666666666667,NA,0,3.9604195464238545,0.6931471805599453
48,4185733,48,15754.29752277,0,0,2,212,6,302,2,0,1,7,5.0426666666666655,2,1,1,17,1,7,4,20000,1,1,90,0,0,0,0,51,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,35,0,1,0,0,0,7505,15754.29752277,15754.29752277,15754.29752277,9.664868465623217,9.664868465623217,17,2,4,0,0,0,17,15,2,4,0,0,0,15,12,1,1,0,0,0,12.75,10,2,4,0,0,0,10,9,2,1,0,0,0,9.75,7,1,3,0,0,0,7.25,1,1,2,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15754.29752277,46,1,52,8,0,1,0,0,0,46.75,0,1,0,1,9.664868465623217,9.664868465623217,3,8,1,0,7,0,1,1,1,17,1,17,0,0,0,1,1,0,-2.543333333333333,29,0,0,0
